Feature ID	Taxon
NR_159228.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus azizii
NR_136878.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
NR_043182.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus
NR_113638.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus
NR_117062.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus
NR_117812.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus
NR_177395.1	k__Archaea;p__Nitrososphaerota;c__unclassified Nitrososphaerota class;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus adriaticus
NR_159171.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Phaeobacter;s__Phaeobacter piscinae
NR_148840.1	k__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__Taibaiella coffeisoli
NR_044704.2	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis
NR_149802.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter pokkalii
NR_178756.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea indica
NR_135889.1	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter;s__Luteolibacter arcticus
NR_136782.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter;s__Aurantiacibacter luteus
NR_145950.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus panodentis
NR_114607.1	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfuromonas michiganensis
NR_041293.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus buchneri
NR_178771.1	k__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Gudongella;s__Gudongella oleilytica
NR_145864.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter populi
NR_134739.1	k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella aestuariivivens
NR_136807.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium aestuariivivum
NR_136459.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Demequinaceae;g__Demequina;s__Demequina activiva
NR_177396.1	k__Archaea;p__Nitrososphaerota;c__unclassified Nitrososphaerota class;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis
NR_136838.1	k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium vireti
NR_178760.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__'Lysobacter humi' Akter et al. 2016
NR_145550.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter agri
NR_178759.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium horti
NR_113333.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus casei
NR_115322.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus casei
NR_118976.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus casei
NR_136788.1	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas pasteri
NR_146827.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas cerasi
NR_040816.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa
NR_113258.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa
NR_043183.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
NR_113575.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
NR_115132.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
NR_117074.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
NR_117768.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
NR_118877.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
NR_044045.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium resinovorum
NR_136479.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus qingshengii
NR_178777.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium arsenijevicii
NR_179408.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium arsenijevicii
NR_148819.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium puerariae
NR_144718.1	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Beduini;s__Beduini massiliensis
NR_178706.1	k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella;s__Bergeyella cardium
NR_178707.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter bitternis
NR_113639.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii
NR_136772.1	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natribaculum;s__Natribaculum luteum
NR_148599.1	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosiccatus;s__Halosiccatus urmianus
NR_149301.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas arsenica
NR_148855.1	k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Apibacter;s__Apibacter mensalis
NR_026395.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas graminis
NR_144590.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lentzea;s__Lentzea guizhouensis
NR_149824.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__Rheinheimera gaetbuli
NR_136803.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Rheinheimera;s__Rheinheimera aestuarii
NR_137368.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Domibacillus;s__Domibacillus tundrae
NR_025452.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii
NR_113719.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helveticus
NR_040930.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea neteri
NR_126317.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea lapagei
NR_126318.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea lapagei
NR_126319.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cedecea;s__Cedecea lapagei
NR_042154.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei
NR_178422.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Budviciaceae;g__Leminorella;s__Leminorella richardii
NR_025514.1	k__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas hypermegale
NR_104939.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Moellerella;s__Moellerella wisconsensis
NR_042411.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rustigianii
NR_115881.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rustigianii
NR_114235.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Trabulsiella;s__Trabulsiella guamensis
NR_156868.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Subtercola;s__Subtercola lobariae
NR_178764.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides deserti
NR_178779.1	k__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera hutchinsoni
NR_104934.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yokenella;s__Yokenella regensburgei
NR_112986.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yokenella;s__Yokenella regensburgei
NR_114159.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yokenella;s__Yokenella regensburgei
NR_028819.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium mongolense
NR_115123.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium mongolense
NR_115125.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium mongolense
NR_025157.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium indigoferae
NR_113895.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium indigoferae
NR_115124.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium indigoferae
NR_042720.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium kummerowiae
NR_114614.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium kummerowiae
NR_041824.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter scleromae
NR_025468.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia westfalica
NR_028007.1	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Collimonas;s__Collimonas fungivorans
NR_044708.2	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus hilgardii
NR_113817.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus hilgardii
NR_178767.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas parvus
NR_029133.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus
NR_036899.1	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema denticola
NR_074582.1	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema denticola
NR_113327.1	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema denticola
NR_151908.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Actibacterium;s__Actibacterium ureilyticum
NR_145648.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Thalassocola;s__Thalassocola ureilytica
NR_144597.1	k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter alpinus
NR_042394.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum
NR_104573.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum
NR_112690.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum
NR_113338.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum
NR_115605.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum
NR_117813.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum
NR_134721.1	k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter jiangsuensis
NR_178768.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia populi
NR_135861.1	k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter himalayensis
NR_178762.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter plantarum
NR_156935.1	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Aquaspirillum;s__Aquaspirillum soli
NR_147759.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Devosia;s__Devosia humi
NR_178763.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas humi
NR_148329.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium soli
NR_148326.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sphingosinicella;s__Sphingosinicella cucumeris
NR_145567.1	k__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__Taibaiella yonginensis
NR_145548.1	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;s__Hydrogenophaga luteola
NR_137228.1	k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium mucilaginosum
NR_156828.1	k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium lacunae
NR_152679.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus;s__Sporolactobacillus pectinivorans
NR_178765.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Pseudohalocynthiibacter;s__Pseudohalocynthiibacter aestuariivivens
NR_146026.1	k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Tellurimicrobium;s__Tellurimicrobium multivorans
NR_137410.1	k__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus albidus
NR_135886.1	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfoplanaceae;g__Desulfoplanes;s__Desulfoplanes formicivorans
NR_136856.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Prauserella;s__Prauserella endophytica
NR_178694.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea pleuroti
NR_135895.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium phenoxybenzoativorans
NR_025163.1	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronaceae;g__Desulfonatronum;s__Desulfonatronum thiodismutans
NR_028820.1	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Alkalispirochaeta;s__Alkalispirochaeta americana
NR_025162.1	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Tindallia;s__Tindallia californiensis
NR_148657.1	k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium frigidum
NR_151980.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pseudogracilibacillus;s__Pseudogracilibacillus marinus
NR_041819.1	k__Bacteria;p__Bacillota;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Gelria;s__Gelria glutamica
NR_104705.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseibacterium;s__Roseibacterium elongatum
NR_121734.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseibacterium;s__Roseibacterium elongatum
NR_137252.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter novalis
NR_145566.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas flava
NR_028613.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Embleya;s__Embleya scabrispora
NR_112597.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Embleya;s__Embleya scabrispora
NR_025097.1	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sacchari
NR_118076.1	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sacchari
NR_042077.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Sinobacteraceae;g__Alkanibacter;s__Alkanibacter difficilis
NR_117573.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri
NR_024776.1	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiales Family XVII. Incertae Sedis;g__Thermaerobacter;s__Thermaerobacter nagasakiensis
NR_036969.1	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio cuneatus
NR_042719.1	k__Bacteria;p__Bacillota;c__Clostridia;o__Thermosediminibacterales;f__Thermosediminibacteraceae;g__Thermovenabulum;s__Thermovenabulum ferriorganovorum
NR_025170.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus terrae
NR_152079.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Falsiroseomonas;s__Falsiroseomonas arcticisoli
NR_147725.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sphingoaurantiacus;s__Sphingoaurantiacus polygranulatus
NR_137385.1	k__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma fluviale
NR_025880.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei
NR_113337.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei
NR_117987.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei
NR_137406.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus;s__Planococcus faecalis
NR_025098.1	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium gubbeenense
NR_025911.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri
NR_113820.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri
NR_113821.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Latilactobacillus;s__Latilactobacillus sakei
NR_044764.1	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira hyodysenteriae
NR_118719.1	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira hyodysenteriae
NR_044699.2	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acetotolerans
NR_149780.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salipaludibacillus;s__Salipaludibacillus aurantiacus
NR_044700.2	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus agilis
NR_113259.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus agilis
NR_028955.1	k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignicoccus;s__Ignicoccus hospitalis
NR_074104.1	k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignicoccus;s__Ignicoccus hospitalis
NR_148323.1	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__'Novosphingobium aquaticum' Singh et al. 2015
NR_146034.1	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cytobacillus;s__Cytobacillus depressus
NR_152713.1	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas lutescens
